name,handedness,count,attribute,value
Garry Maddox,R,737,weight,175.0
Alex Trevino,R,737,weight,165.0
Jim Price,R,737,weight,192.0
Felix Millan,R,737,weight,172.0
Steve Garvey,R,737,weight,192.0
Greg Erardi,R,737,weight,190.0
Jim Farr,R,737,weight,195.0
Tony Cloninger,R,737,weight,210.0
Chuck Harrison,R,737,weight,185.0
Mike Ivie,R,737,weight,205.0
Frank Dimichele,R,737,weight,205.0
Dusty Baker,R,737,weight,183.0
Tucker Ashford,R,737,weight,195.0
Ned Yost,R,737,weight,190.0
Mike Warren,R,737,weight,175.0
Gaylord Perry,R,737,weight,205.0
Mickey Hatcher,R,737,weight,200.0
Bill Fulton,R,737,weight,195.0
John Orsino,R,737,weight,215.0
Larry Anderson,R,737,weight,190.0
Craig Mitchell,R,737,weight,180.0
Dave Hostetler,R,737,weight,215.0
Alfredo Martinez,R,737,weight,185.0
Dean Chance,R,737,weight,200.0
Dick Green,R,737,weight,180.0
Fran Healy,R,737,weight,220.0
Doc Edwards,R,737,weight,215.0
Joe Strain,R,737,weight,169.0
Buddy Bell,R,737,weight,180.0
Jody Davis,R,737,weight,192.0
Mike Edwards,R,737,weight,154.0
Bill Mooneyham,R,737,weight,175.0
John Hobbs,R,737,weight,190.0
Deron Johnson,R,737,weight,200.0
John Denny,R,737,weight,185.0
Don Wert,R,737,weight,162.0
Greg Luzinski,R,737,weight,220.0
Karl Best,R,737,weight,190.0
Ron Woods,R,737,weight,168.0
Tony Horton,R,737,weight,210.0
Randy Hundley,R,737,weight,170.0
Luis Sanchez,R,737,weight,170.0
Bob Johnson,R,737,weight,175.0
Brant Alyea,R,737,weight,215.0
Lou Johnson,R,737,weight,170.0
Mike Brown,R,737,weight,195.0
Mike Brown,R,737,weight,195.0
Terry Harper,R,737,weight,195.0
Jerry Royster,R,737,weight,165.0
Barry Bonnell,R,737,weight,190.0
Tom Seaver,R,737,weight,195.0
Jerry Martin,R,737,weight,195.0
Bill Stein,R,737,weight,170.0
Joel Youngblood,R,737,weight,180.0
Phil Gagliano,R,737,weight,180.0
Jerry McNertney,R,737,weight,180.0
Kiko Garcia,R,737,weight,180.0
John Caneira,R,737,weight,180.0
Domingo Ramos,R,737,weight,154.0
Clint Zavaras,R,737,weight,175.0
Mike Parrott,R,737,weight,210.0
Ray Fosse,R,737,weight,215.0
Luis Aponte,R,737,weight,185.0
Orlando Mercado,R,737,weight,180.0
Charley Smith,R,737,weight,170.0
Paul Boris,R,737,weight,200.0
De Wayne Buice,R,737,weight,170.0
Bob Uecker,R,737,weight,190.0
Felix Torres,R,737,weight,165.0
Ray Knight,R,737,weight,185.0
Bobby Grich,R,737,weight,180.0
John Boccabella,R,737,weight,195.0
Mark Esser,R,737,weight,190.0
Daryl Smith,R,737,weight,185.0
Dave Smith,R,737,weight,190.0
Buddy Bradford,R,737,weight,170.0
Dave Stapleton,R,737,weight,178.0
Gary Ward,R,737,weight,195.0
Jim Lonborg,R,737,weight,200.0
Joe Lis,R,737,weight,175.0
Tom Klawitter,R,737,weight,190.0
Larry Herndon,R,737,weight,190.0
Jim Wright,R,737,weight,205.0
Jim Wright,R,737,weight,165.0
Eddie Leon,R,737,weight,170.0
Jim Wohlford,R,737,weight,175.0
J.R. Richard,R,737,weight,222.0
Keith Moreland,R,737,weight,190.0
Ramon Pena,R,737,weight,155.0
Alex Johnson,R,737,weight,205.0
Chico Escarrega,R,737,weight,185.0
Dave Rosello,R,737,weight,160.0
Cardell Camper,R,737,weight,208.0
Paul Schaal,R,737,weight,165.0
Tito Landrum,R,737,weight,175.0
Dave Edwards,R,737,weight,170.0
Mario Guerrero,R,737,weight,155.0
Mike Overy,R,737,weight,190.0
Doug Griffin,R,737,weight,160.0
Steve Blass,R,737,weight,165.0
Johnnie LeMaster,R,737,weight,165.0
Craig Chamberlain,R,737,weight,190.0
Nate Oliver,R,737,weight,160.0
Ken Rudolph,R,737,weight,180.0
Wayne Nordhagen,R,737,weight,205.0
Frank Eufemia,R,737,weight,185.0
Andre Robertson,R,737,weight,155.0
Jerry Zimmerman,R,737,weight,185.0
Jack Lazorko,R,737,weight,200.0
Mike Paxton,R,737,weight,190.0
Chet Lemon,R,737,weight,190.0
Rickey Keeton,R,737,weight,190.0
Cleon Jones,R,737,weight,185.0
Curt Motton,R,737,weight,164.0
Johnny Bench,R,737,weight,197.0
Dale Berra,R,737,weight,180.0
Terry Felton,R,737,weight,180.0
Mark Clear,R,737,weight,200.0
Carl Warwick,R,737,weight,170.0
Sam Bowens,R,737,weight,188.0
Luis Aguayo,R,737,weight,173.0
Hal Lanier,R,737,weight,180.0
Greg Pryor,R,737,weight,180.0
Dave Nelson,R,737,weight,160.0
Lynn Jones,R,737,weight,175.0
Ken Suarez,R,737,weight,175.0
Rich Barnes,R,737,weight,186.0
Tommie Agee,R,737,weight,195.0
Bob Bailey,R,737,weight,180.0
Cap Peterson,R,737,weight,195.0
Dick Tracewski,R,737,weight,160.0
Dave Frost,R,737,weight,235.0
Bill Nahorodny,R,737,weight,200.0
Bill Madlock,R,737,weight,180.0
Bob Boone,R,737,weight,195.0
Rick Burleson,R,737,weight,165.0
Jim Dorsey,R,737,weight,190.0
Mark Ciardi,R,737,weight,180.0
Dennis Burtt,R,737,weight,180.0
Carl Taylor,R,737,weight,200.0
Terry Harmon,R,737,weight,180.0
Rich Yett,R,737,weight,187.0
Don Leppert,R,737,weight,220.0
Matt Williams,R,737,weight,200.0
Jim Burton,R,737,weight,195.0
Rick Anderson,R,737,weight,210.0
Charlie Mitchell,R,737,weight,170.0
Bill Paschall,R,737,weight,175.0
Byron McLaughlin,R,737,weight,175.0
Lee May,R,737,weight,195.0
Rick Renick,R,737,weight,188.0
Jeff Torborg,R,737,weight,195.0
Dave Campbell,R,737,weight,180.0
Rick Auerbach,R,737,weight,165.0
Keith Macwhorter,R,737,weight,190.0
Don Wilson,R,737,weight,195.0
Jaime Cocanower,R,737,weight,200.0
Jeff Sellers,R,737,weight,175.0
Steve Senteney,R,737,weight,205.0
Howard Bailey,R,737,weight,195.0
Jeff Bettendorf,R,737,weight,180.0
Cesar Cedeno,R,737,weight,175.0
Bob Davidson,R,737,weight,185.0
Phil Linz,R,737,weight,180.0
Manny Mota,R,737,weight,160.0
Steve Renko,R,737,weight,230.0
Carlos Velazquez,R,737,weight,180.0
Roger Miller,R,737,weight,200.0
Doug DeCinces,R,737,weight,190.0
John Castino,R,737,weight,175.0
Ron Washington,R,737,weight,155.0
Billy Grabarkewitz,R,737,weight,165.0
Earl Williams,R,737,weight,215.0
Willie Mueller,R,737,weight,220.0
John Flinn,R,737,weight,175.0
Don Hahn,R,737,weight,180.0
Todd Cruz,R,737,weight,175.0
Tom Egan,R,737,weight,218.0
Bob Heise,R,737,weight,175.0
Tommy Harper,R,737,weight,165.0
Max Alvis,R,737,weight,185.0
Rico Carty,R,737,weight,200.0
Les Straker,R,737,weight,193.0
Damaso Garcia,R,737,weight,165.0
Don Kainer,R,737,weight,205.0
Don Gordon,R,737,weight,175.0
Sandy Wihtol,R,737,weight,195.0
Sonny Siebert,R,737,weight,190.0
Jeff Richardson,R,737,weight,185.0
Bobby Darwin,R,737,weight,190.0
Bruce Miller,R,737,weight,185.0
Bob Bailor,R,737,weight,170.0
Tommy Helms,R,737,weight,165.0
Tony Armas,R,737,weight,182.0
Willie Horton,R,737,weight,209.0
Lou Piniella,R,737,weight,182.0
Butch Hobson,R,737,weight,193.0
John Wathan,R,737,weight,205.0
Mike Krukow,R,737,weight,205.0
Andres Mora,R,737,weight,180.0
Barry Foote,R,737,weight,205.0
Ron Clark,R,737,weight,175.0
Jay Pettibone,R,737,weight,182.0
Glen Cook,R,737,weight,180.0
Julio Gotay,R,737,weight,180.0
Gary Alexander,R,737,weight,195.0
Andre Thornton,R,737,weight,200.0
Bob Oliver,R,737,weight,205.0
Bill Castro,R,737,weight,170.0
Tom Buskey,R,737,weight,200.0
Bruce Taylor,R,737,weight,178.0
Stan Thomas,R,737,weight,185.0
Bob Robertson,R,737,weight,195.0
Larry Monroe,R,737,weight,200.0
Roger Slagle,R,737,weight,190.0
Ollie Brown,R,737,weight,178.0
Frank Quilici,R,737,weight,170.0
Curt Kaufman,R,737,weight,175.0
De Wayne Vaughn,R,737,weight,180.0
Rich Wortham,R,737,weight,185.0
Bill Sample,R,737,weight,175.0
Mike Bacsik,R,737,weight,180.0
Craig Kusick,R,737,weight,210.0
Glenn Hoffman,R,737,weight,175.0
Russ Gibson,R,737,weight,195.0
Phil Huffman,R,737,weight,180.0
John Bateman,R,737,weight,210.0
Luis Pujols,R,737,weight,175.0
Joe Gaines,R,737,weight,190.0
Doug Rader,R,737,weight,208.0
Mickey Stanley,R,737,weight,185.0
Steve Brown,R,737,weight,200.0
Rick Lysander,R,737,weight,190.0
Phil Bradley,R,737,weight,185.0
Winston Llenas,R,737,weight,165.0
Charlie Moore,R,737,weight,180.0
Tommy John,R,737,weight,180.0
Bruce Benedict,R,737,weight,175.0
John Ellis,R,737,weight,225.0
Mel Stottlemyre,R,737,weight,190.0
David Green,R,737,weight,170.0
Reid Nichols,R,737,weight,165.0
Rick Reichardt,R,737,weight,210.0
Luis Tiant,R,737,weight,180.0
Alex Sanchez,R,737,weight,185.0
Leon Roberts,R,737,weight,200.0
Ray Burris,R,737,weight,200.0
Paul Wilmet,R,737,weight,170.0
Tom Grieve,R,737,weight,190.0
Bob Forsch,R,737,weight,200.0
Danny Cater,R,737,weight,170.0
Bill Schroeder,R,737,weight,200.0
Ron Reed,R,737,weight,215.0
Fred Howard,R,737,weight,190.0
Davey Johnson,R,737,weight,170.0
Ellis Valentine,R,737,weight,205.0
John Hoover,R,737,weight,190.0
Dick Allen,R,737,weight,187.0
Doug Ault,R,737,weight,200.0
Mark Wagner,R,737,weight,165.0
Mike Walters,R,737,weight,203.0
Jake Wood,R,737,weight,163.0
Bob Brower,R,737,weight,185.0
Ray Culp,R,737,weight,200.0
Ivan Murrell,R,737,weight,195.0
Garth Iorg,R,737,weight,170.0
Bob Brenly,R,737,weight,210.0
Jim Rooker,R,737,weight,195.0
Colby Ward,R,737,weight,185.0
Jerry Morales,R,737,weight,155.0
Davey Lopes,R,737,weight,170.0
Catfish Hunter,R,737,weight,190.0
Mario Soto,R,737,weight,174.0
Jimmy Wynn,R,737,weight,160.0
Hank Allen,R,737,weight,190.0
Jim Fregosi,R,737,weight,190.0
Pepe Frias,R,737,weight,159.0
Mike Schmidt,R,737,weight,195.0
Rey Quinones,R,737,weight,160.0
Chuck Porter,R,737,weight,187.0
Bert Campaneris,R,737,weight,160.0
Bobby Valentine,R,737,weight,189.0
Rob Andrews,R,737,weight,185.0
Tom Dozier,R,737,weight,190.0
Ron Swoboda,R,737,weight,195.0
Bob Barton,R,737,weight,175.0
Joe Torre,R,737,weight,212.0
Al Ferrara,R,737,weight,200.0
Rick Steirer,R,737,weight,200.0
Sixto Lezcano,R,737,weight,165.0
Al Lachowicz,R,737,weight,198.0
Dave Nicholson,R,737,weight,215.0
Freddie Patek,R,737,weight,148.0
Ken Hubbs,R,737,weight,175.0
Pepe Mangual,R,737,weight,157.0
Tom McCarthy,R,737,weight,180.0
Tom Lawless,R,737,weight,170.0
Jerry Moses,R,737,weight,210.0
Bobby Bonds,R,737,weight,190.0
Dave McNally,R,737,weight,185.0
Roy Foster,R,737,weight,185.0
Denis Menke,R,737,weight,185.0
Hal Breeden,R,737,weight,200.0
Manny Trillo,R,737,weight,150.0
Jackie Gutierrez,R,737,weight,175.0
Fred Kendall,R,737,weight,185.0
Mike Anderson,R,737,weight,200.0
Jim Lewis,R,737,weight,190.0
Joe Charboneau,R,737,weight,205.0
Jimmie Schaffer,R,737,weight,170.0
Junior Kennedy,R,737,weight,175.0
Rod Gilbreath,R,737,weight,180.0
Mark Brouhard,R,737,weight,210.0
Chris Speier,R,737,weight,175.0
Mike Fischlin,R,737,weight,165.0
Don Money,R,737,weight,170.0
Joe Rudi,R,737,weight,200.0
Jim Rice,R,737,weight,200.0
Shawn Holman,R,737,weight,185.0
Alan Wirth,R,737,weight,190.0
Gil Garrido,R,737,weight,150.0
Marty Perez,R,737,weight,160.0
Jerry Grote,R,737,weight,185.0
Jim Beauchamp,R,737,weight,190.0
Terry Wilshusen,R,737,weight,210.0
Ron Brand,R,737,weight,167.0
Leo Cardenas,R,737,weight,150.0
Steve Ellsworth,R,737,weight,220.0
Ron Cey,R,737,weight,185.0
Skip Jutze,R,737,weight,190.0
Ron LeFlore,R,737,weight,200.0
Bill Russell,R,737,weight,175.0
Gene Tenace,R,737,weight,190.0
Bubba Morton,R,737,weight,175.0
Ellie Rodriguez,R,737,weight,185.0
Bryan Kelly,R,737,weight,195.0
Bill Freehan,R,737,weight,203.0
Steve Nicosia,R,737,weight,185.0
Ted Savage,R,737,weight,185.0
Pete Mackanin,R,737,weight,190.0
Rich Dauer,R,737,weight,180.0
Mick Kelleher,R,737,weight,176.0
Don Sutton,R,737,weight,185.0
Glenn Beckert,R,737,weight,190.0
Ron Davis,R,737,weight,175.0
Mike Shannon,R,737,weight,195.0
John Leister,R,737,weight,200.0
Don Cooper,R,737,weight,185.0
Ed Romero,R,737,weight,160.0
Rick Joseph,R,737,weight,192.0
Bill Almon,R,737,weight,180.0
Joe Ferguson,R,737,weight,200.0
Jeff Jones,R,737,weight,210.0
Jerry Terrell,R,737,weight,165.0
Jerry Dybzinski,R,737,weight,180.0
Gary Sutherland,R,737,weight,185.0
Bob Coluccio,R,737,weight,183.0
Ron Gardenhire,R,737,weight,175.0
Alan Bannister,R,737,weight,170.0
Bob Watson,R,737,weight,201.0
Ken Harrelson,R,737,weight,190.0
Bobby Wine,R,737,weight,187.0
Stefan Wever,R,737,weight,245.0
John Kennedy,R,737,weight,185.0
Dave Johnson,R,737,weight,183.0
Luis Melendez,R,737,weight,165.0
Bill Plummer,R,737,weight,190.0
Phil Niekro,R,737,weight,180.0
Eric Hetzel,R,737,weight,175.0
Ed Charles,R,737,weight,170.0
Luis Gomez,R,737,weight,150.0
Dave Lemanczyk,R,737,weight,235.0
Al Jones,R,737,weight,210.0
Floyd Rayford,R,737,weight,190.0
Sam Hinds,R,737,weight,215.0
Tony Conigliaro,R,737,weight,185.0
Clay Christiansen,R,737,weight,205.0
Jim Barr,R,737,weight,205.0
Frank Duffy,R,737,weight,180.0
Phil Garner,R,737,weight,175.0
Larry Pashnick,R,737,weight,205.0
Todd Fischer,R,737,weight,170.0
Joe Nolan,L,316,weight,175.0
Denny Doyle,L,316,weight,175.0
John LaRose,L,316,weight,185.0
Frank Tepedino,L,316,weight,185.0
Jerry Kutzler,L,316,weight,175.0
Darrell Evans,L,316,weight,200.0
Tommy McCraw,L,316,weight,183.0
Britt Burns,L,316,weight,215.0
Fred Whitfield,L,316,weight,190.0
Jerry Garvin,L,316,weight,195.0
Kevin Mmahat,L,316,weight,220.0
Wayne Garrett,L,316,weight,175.0
Tony Muser,L,316,weight,180.0
Kevin Stanfield,L,316,weight,190.0
Jim Lyttle,L,316,weight,180.0
Scot Thompson,L,316,weight,195.0
Gene Locklear,L,316,weight,165.0
Pat Putnam,L,316,weight,205.0
Bob Fallon,L,316,weight,200.0
Chris Chambliss,L,316,weight,195.0
Tom Satriano,L,316,weight,185.0
Walt Bond,L,316,weight,228.0
Omar Moreno,L,316,weight,180.0
Tony Ferreira,L,316,weight,160.0
Bryan Oelkers,L,316,weight,192.0
Kevin Bearse,L,316,weight,195.0
Bruce Boisclair,L,316,weight,185.0
Jim Fairey,L,316,weight,190.0
Gary Thomasson,L,316,weight,180.0
Floyd Robinson,L,316,weight,175.0
Lou Brock,L,316,weight,170.0
Johnny Lewis,L,316,weight,189.0
Ken Boswell,L,316,weight,170.0
Willie Crawford,L,316,weight,197.0
Mike Jones,L,316,weight,215.0
Jeff Stone,L,316,weight,175.0
Joe Lahoud,L,316,weight,198.0
Tim Flannery,L,316,weight,175.0
Zach Crouch,L,316,weight,180.0
Greg Gross,L,316,weight,160.0
Bruce Tanner,L,316,weight,220.0
Jack Brohamer,L,316,weight,165.0
Von Joshua,L,316,weight,170.0
Eddie Milner,L,316,weight,173.0
Tony Oliva,L,316,weight,175.0
Johnny Oates,L,316,weight,188.0
Pat Underwood,L,316,weight,175.0
Mike Phillips,L,316,weight,170.0
Jay Johnstone,L,316,weight,175.0
Joel McKeon,L,316,weight,185.0
Al Bumbry,L,316,weight,170.0
Jake Gibbs,L,316,weight,180.0
Garry Hancock,L,316,weight,175.0
Ed Kranepool,L,316,weight,205.0
Chuck Hiller,L,316,weight,170.0
Jorge Orta,L,316,weight,170.0
Bruce Robbins,L,316,weight,190.0
Tony Gonzalez,L,316,weight,170.0
Brian Dubois,L,316,weight,165.0
Steve Whitaker,L,316,weight,180.0
Manny Jimenez,L,316,weight,185.0
Vance Lovelace,L,316,weight,205.0
Wayne Gross,L,316,weight,210.0
Ralph Botting,L,316,weight,195.0
Terry Crowley,L,316,weight,180.0
Tim Harkness,L,316,weight,182.0
Jim French,L,316,weight,180.0
Dave Roberts,L,316,weight,195.0
Jim Mason,L,316,weight,185.0
Willie Smith,L,316,weight,182.0
Leon Durham,L,316,weight,185.0
Dick Phillips,L,316,weight,180.0
Ed Crosby,L,316,weight,175.0
Larry Stahl,L,316,weight,175.0
Jose Cruz,L,316,weight,170.0
Don Mason,L,316,weight,160.0
Jim Umbarger,L,316,weight,200.0
Curt Wardle,L,316,weight,220.0
Duane Walker,L,316,weight,185.0
Rod Carew,L,316,weight,170.0
Rick Manning,L,316,weight,180.0
Israel Sanchez,L,316,weight,170.0
Cesar Geronimo,L,316,weight,165.0
Billy Bryan,L,316,weight,200.0
Terry Whitfield,L,316,weight,197.0
Fred Lynn,L,316,weight,185.0
Graig Nettles,L,316,weight,180.0
Narciso Elvira,L,316,weight,160.0
Mike Easler,L,316,weight,190.0
Rick Monday,L,316,weight,193.0
Joe Keough,L,316,weight,185.0
Tony Solaita,L,316,weight,210.0
Ed Goodson,L,316,weight,180.0
Len Whitehouse,L,316,weight,175.0
Dick McAuliffe,L,316,weight,176.0
Tom Hutton,L,316,weight,180.0
Ron Hodges,L,316,weight,185.0
Rich Chiles,L,316,weight,170.0
Rusty Staub,L,316,weight,190.0
Jim Norris,L,316,weight,175.0
Oscar Gamble,L,316,weight,160.0
George Vukovich,L,316,weight,198.0
Joe Pactwa,L,316,weight,185.0
Craig Reynolds,L,316,weight,175.0
Al Oliver,L,316,weight,195.0
Sherman Corbett,L,316,weight,205.0
Milt May,L,316,weight,190.0
Jim Nettles,L,316,weight,186.0
Larry Biittner,L,316,weight,205.0
Joe Simpson,L,316,weight,175.0
Bill Fahey,L,316,weight,200.0
Bernie Allen,L,316,weight,175.0
Claudell Washington,L,316,weight,190.0
John Donaldson,L,316,weight,160.0
Mike Smithson,L,316,weight,215.0
John Mayberry,L,316,weight,215.0
Dan Briggs,L,316,weight,180.0
Pete Ward,L,316,weight,185.0
Duke Sims,L,316,weight,197.0
Mike Davis,L,316,weight,175.0
Jerry Reuss,L,316,weight,200.0
Danny Goodwin,L,316,weight,195.0
Bob Knepper,L,316,weight,195.0
Mickey Rivers,L,316,weight,165.0
Jim Northrup,L,316,weight,190.0
John Hale,L,316,weight,195.0
Reggie Ritter,L,316,weight,195.0
Carl Yastrzemski,L,316,weight,175.0
Gates Brown,L,316,weight,220.0
Ken Landreaux,L,316,weight,165.0
Ray Webster,L,316,weight,185.0
Bobby Mitchell,L,316,weight,170.0
Bruce Bochte,L,316,weight,195.0
Bernie Carbo,L,316,weight,173.0
Vic Davalillo,L,316,weight,150.0
John Lowenstein,L,316,weight,175.0
Joe Hague,L,316,weight,195.0
Bake McBride,L,316,weight,190.0
Ed Herrmann,L,316,weight,195.0
Mike Rochford,L,316,weight,205.0
Bob Molinaro,L,316,weight,190.0
Mike Hegan,L,316,weight,188.0
Angel Moreno,L,316,weight,165.0
Rob Wilfong,L,316,weight,180.0
Randy Wiles,L,316,weight,185.0
John Milner,L,316,weight,185.0
Rich Reese,L,316,weight,185.0
Bill Buckner,L,316,weight,185.0
Jeff Schattinger,L,316,weight,200.0
Darrell Porter,L,316,weight,193.0
Tim Johnson,L,316,weight,170.0
Tim Corcoran,L,316,weight,175.0
Jim Spencer,L,316,weight,195.0
Pete LaCock,L,316,weight,200.0
Matty Alou,L,316,weight,160.0
Jim Dwyer,L,316,weight,165.0
Dalton Jones,L,316,weight,180.0
Clint Hurdle,L,316,weight,195.0
Jeff Twitty,L,316,weight,185.0
Boots Day,L,316,weight,160.0
Don Mincher,L,316,weight,205.0
Jim Gosger,L,316,weight,185.0
Marvell Wynne,L,316,weight,175.0
Dave Marshall,L,316,weight,182.0
Roger Repoz,L,316,weight,190.0
Johnny Briggs,L,316,weight,190.0
Bob Jones,L,316,weight,195.0
Keith Hernandez,L,316,weight,180.0
Willie Upshaw,L,316,weight,185.0
Dane Iorg,L,316,weight,180.0
Richie Hebner,L,316,weight,195.0
Gene Richards,L,316,weight,175.0
Al Woods,L,316,weight,190.0
Rudy Law,L,316,weight,165.0
Joel Davis,L,316,weight,205.0
Mike Fiore,L,316,weight,175.0
Bobby Tolan,L,316,weight,170.0
Steve Barr,L,316,weight,200.0
Jose Tartabull,L,316,weight,165.0
Ben Oglivie,L,316,weight,160.0
Duane Kuiper,L,316,weight,175.0
Jerry Narron,L,316,weight,205.0
Ken Retzer,L,316,weight,185.0
Greg Walker,L,316,weight,205.0
Steve Davis,L,316,weight,195.0
Jeff Rineer,L,316,weight,205.0
Reggie Jackson,L,316,weight,195.0
Sonny Jackson,L,316,weight,150.0
Mark Mercer,L,316,weight,220.0
Rich Coggins,L,316,weight,170.0
Mitchell Page,L,316,weight,205.0
Glenn Adams,L,316,weight,180.0
Joe Morgan,L,316,weight,160.0
Lee Thomas,L,316,weight,195.0
John Stephenson,L,316,weight,180.0
Doug Clemens,L,316,weight,180.0
Steve Braun,L,316,weight,180.0
Ty Cline,L,316,weight,170.0
Thad Bosley,L,316,weight,175.0
Jimmie Hall,L,316,weight,175.0
Brock Davis,L,316,weight,160.0
Curt Blefary,L,316,weight,195.0
Mack Jones,L,316,weight,180.0
Hosken Powell,L,316,weight,175.0
Dave Stapleton,L,316,weight,185.0
Dan Meyer,L,316,weight,180.0
Jim Holt,L,316,weight,180.0
Gary Christenson,L,316,weight,200.0
Mike Kinnunen,L,316,weight,185.0
Dave Rajsich,L,316,weight,175.0
Bill Voss,L,316,weight,160.0
Wayne Krenchicki,L,316,weight,180.0
Ray Sadecki,L,316,weight,180.0
Len Matuszek,L,316,weight,190.0
Joe Lefebvre,L,316,weight,170.0
Jim Maloney,L,316,weight,190.0
Phil Mankowski,L,316,weight,180.0
Mike Lum,L,316,weight,180.0
Johnny Grubb,L,316,weight,175.0
Mike Pazik,L,316,weight,195.0
Jim Traber,L,316,weight,194.0
Ron Stone,L,316,weight,185.0
Ted Uhlaender,L,316,weight,190.0
Bobby Murcer,L,316,weight,160.0
Mark Souza,L,316,weight,180.0
Rick Jones,L,316,weight,190.0
Steve Kemp,L,316,weight,195.0
Mike Hargrove,L,316,weight,195.0
Steve Hovley,L,316,weight,188.0
Luis Quintana,L,316,weight,175.0
Sam McDowell,L,316,weight,190.0
Pat Kelly,L,316,weight,185.0
Jerry Turner,L,316,weight,180.0
Sandy Valdespino,L,316,weight,170.0
Ken Phelps,L,316,weight,209.0
Brian Snyder,L,316,weight,185.0
Rick Sofield,L,316,weight,195.0
Dave May,L,316,weight,186.0
Willie Aikens,L,316,weight,220.0
Mike Cubbage,L,316,weight,180.0
Merritt Ranew,L,316,weight,170.0
Lyman Bostock,L,316,weight,180.0
Roy Howell,L,316,weight,190.0
Boog Powell,L,316,weight,230.0
Dennis DeBarr,L,316,weight,190.0
Dan Driessen,L,316,weight,187.0
Hal King,L,316,weight,200.0
Ed Ott,L,316,weight,190.0
Ed Hodge,L,316,weight,192.0
Jim Campbell,L,316,weight,175.0
Joe Pepitone,L,316,weight,185.0
Steve Barber,L,316,weight,195.0
Norm Miller,L,316,weight,185.0
Bob Galasso,L,316,weight,205.0
Bob Chance,L,316,weight,196.0
Juan Nieves,L,316,weight,175.0
Rudy Meoli,L,316,weight,165.0
Ruppert Jones,L,316,weight,170.0
Terry Francona,L,316,weight,190.0
Ralph Garr,L,316,weight,185.0
Broderick Perkins,L,316,weight,180.0
Len Gabrielson,L,316,weight,210.0
Johnny Edwards,L,316,weight,220.0
Bruce Ellingsen,L,316,weight,180.0
Gorman Heimueller,L,316,weight,195.0
Clay Dalrymple,L,316,weight,190.0
Carlos May,L,316,weight,200.0
Mike Brumley,L,316,weight,195.0
Al Luplow,L,316,weight,175.0
Willie Stargell,L,316,weight,188.0
Steve Carlton,L,316,weight,210.0
Del Unser,L,316,weight,180.0
Ron Blomberg,L,316,weight,195.0
Willie Montanez,L,316,weight,170.0
Mike Squires,L,316,weight,185.0
Champ Summers,L,316,weight,205.0
Tom Haller,L,316,weight,195.0
Ed Stroud,L,316,weight,180.0
Harry Spilman,L,316,weight,180.0
Daryl Sconiers,L,316,weight,185.0
Leron Lee,L,316,weight,196.0
Willie Davis,L,316,weight,180.0
Jerry Kenney,L,316,weight,170.0
Dan Morogiello,L,316,weight,200.0
Tom Matchick,L,316,weight,173.0
Jack Perconte,L,316,weight,160.0
Ed Kirkpatrick,L,316,weight,195.0
Ellie Hendricks,L,316,weight,175.0
Art Shamsky,L,316,weight,168.0
Dick Nen,L,316,weight,200.0
Rowland Office,L,316,weight,170.0
Rick Leach,L,316,weight,180.0
Dwayne Murphy,L,316,weight,185.0
Larry Harlow,L,316,weight,185.0
Mike Epstein,L,316,weight,230.0
Jason Thompson,L,316,weight,200.0
Mike Jorgensen,L,316,weight,195.0
Cecil Cooper,L,316,weight,165.0
John Poloni,L,316,weight,210.0
Dave Revering,L,316,weight,210.0
Curt Ford,L,316,weight,150.0
Mike Willis,L,316,weight,205.0
Bob Burda,L,316,weight,174.0
Jesse Gonder,L,316,weight,180.0
Dave Rader,L,316,weight,165.0
Bill Sharp,L,316,weight,178.0
Gail Hopkins,L,316,weight,198.0
Doug Frobel,L,316,weight,196.0
Jerry Augustine,L,316,weight,183.0
Jeff Holly,L,316,weight,210.0
Tom Poquette,L,316,weight,175.0
Brian Asselstine,L,316,weight,175.0
Rick Miller,L,316,weight,175.0
Jerry Remy,L,316,weight,165.0
Larry Rothschild,L,316,weight,180.0
Tom O'Malley,L,316,weight,180.0
Fritz Peterson,Both,104,weight,185.0
Jeff Barkley,Both,104,weight,185.0
Pete Rose,Both,104,weight,192.0
Nardi Contreras,Both,104,weight,193.0
Bump Wills,Both,104,weight,172.0
Mickey Lolich,Both,104,weight,170.0
Ray Chadwick,Both,104,weight,180.0
Rusty Torres,Both,104,weight,175.0
Marty Martinez,Both,104,weight,170.0
Ken Singleton,Both,104,weight,210.0
Tony Scott,Both,104,weight,164.0
Steve Jeltz,Both,104,weight,180.0
Joe Lovitto,Both,104,weight,185.0
Dave Collins,Both,104,weight,175.0
Randy Scarbery,Both,104,weight,185.0
Manny Castillo,Both,104,weight,160.0
Mike Ramsey,Both,104,weight,170.0
Dave McKay,Both,104,weight,195.0
Barry Raziano,Both,104,weight,175.0
Bob Didier,Both,104,weight,190.0
Billy Smith,Both,104,weight,185.0
Jim Lefebvre,Both,104,weight,180.0
Ken Henderson,Both,104,weight,180.0
Horace Clarke,Both,104,weight,170.0
Jerry White,Both,104,weight,164.0
Paul Householder,Both,104,weight,180.0
Jimmy Stewart,Both,104,weight,165.0
Rafael Landestoy,Both,104,weight,165.0
Steve Burke,Both,104,weight,200.0
Rick Sweet,Both,104,weight,200.0
U L Washington,Both,104,weight,175.0
Mark Brown,Both,104,weight,190.0
Ted Kubiak,Both,104,weight,175.0
