name,handedness,count,attribute,value
Floyd Robinson,L,316,height,69.0
Lou Brock,L,316,height,71.0
Johnny Lewis,L,316,height,73.0
Ken Boswell,L,316,height,72.0
Willie Crawford,L,316,height,73.0
Mike Jones,L,316,height,78.0
Jeff Stone,L,316,height,72.0
Joe Lahoud,L,316,height,73.0
Tim Flannery,L,316,height,71.0
Zach Crouch,L,316,height,75.0
Greg Gross,L,316,height,70.0
Bruce Tanner,L,316,height,75.0
Jack Brohamer,L,316,height,70.0
Von Joshua,L,316,height,70.0
Eddie Milner,L,316,height,71.0
Tony Oliva,L,316,height,73.0
Johnny Oates,L,316,height,71.0
Pat Underwood,L,316,height,72.0
Mike Phillips,L,316,height,72.0
Jay Johnstone,L,316,height,73.0
Joel McKeon,L,316,height,72.0
Al Bumbry,L,316,height,68.0
Jake Gibbs,L,316,height,72.0
Garry Hancock,L,316,height,72.0
Ed Kranepool,L,316,height,75.0
Chuck Hiller,L,316,height,71.0
Jorge Orta,L,316,height,70.0
Bruce Robbins,L,316,height,73.0
Tony Gonzalez,L,316,height,69.0
Brian Dubois,L,316,height,70.0
Steve Whitaker,L,316,height,72.0
Manny Jimenez,L,316,height,73.0
Vance Lovelace,L,316,height,77.0
Wayne Gross,L,316,height,74.0
Ralph Botting,L,316,height,72.0
Terry Crowley,L,316,height,72.0
Tim Harkness,L,316,height,74.0
Jim French,L,316,height,68.0
Dave Roberts,L,316,height,75.0
Jim Mason,L,316,height,74.0
Willie Smith,L,316,height,72.0
Leon Durham,L,316,height,73.0
Dick Phillips,L,316,height,72.0
Ed Crosby,L,316,height,74.0
Larry Stahl,L,316,height,72.0
Jose Cruz,L,316,height,72.0
Don Mason,L,316,height,71.0
Jim Umbarger,L,316,height,78.0
Curt Wardle,L,316,height,77.0
Duane Walker,L,316,height,72.0
Rod Carew,L,316,height,72.0
Rick Manning,L,316,height,73.0
Israel Sanchez,L,316,height,69.0
Cesar Geronimo,L,316,height,72.0
Billy Bryan,L,316,height,76.0
Terry Whitfield,L,316,height,73.0
Fred Lynn,L,316,height,73.0
Graig Nettles,L,316,height,72.0
Narciso Elvira,L,316,height,70.0
Mike Easler,L,316,height,72.0
Rick Monday,L,316,height,75.0
Joe Keough,L,316,height,72.0
Tony Solaita,L,316,height,72.0
Ed Goodson,L,316,height,75.0
Len Whitehouse,L,316,height,71.0
Dick McAuliffe,L,316,height,71.0
Tom Hutton,L,316,height,71.0
Ron Hodges,L,316,height,73.0
Rich Chiles,L,316,height,71.0
Rusty Staub,L,316,height,74.0
Jim Norris,L,316,height,70.0
Oscar Gamble,L,316,height,71.0
George Vukovich,L,316,height,72.0
Joe Pactwa,L,316,height,71.0
Craig Reynolds,L,316,height,73.0
Al Oliver,L,316,height,72.0
Sherman Corbett,L,316,height,76.0
Milt May,L,316,height,72.0
Jim Nettles,L,316,height,72.0
Larry Biittner,L,316,height,74.0
Joe Simpson,L,316,height,75.0
Bill Fahey,L,316,height,72.0
Bernie Allen,L,316,height,72.0
Claudell Washington,L,316,height,72.0
John Donaldson,L,316,height,71.0
Mike Smithson,L,316,height,80.0
John Mayberry,L,316,height,75.0
Dan Briggs,L,316,height,72.0
Pete Ward,L,316,height,73.0
Duke Sims,L,316,height,74.0
Mike Davis,L,316,height,74.0
Jerry Reuss,L,316,height,77.0
Danny Goodwin,L,316,height,73.0
Bob Knepper,L,316,height,75.0
Mickey Rivers,L,316,height,70.0
Jim Northrup,L,316,height,75.0
John Hale,L,316,height,74.0
Reggie Ritter,L,316,height,74.0
Carl Yastrzemski,L,316,height,71.0
Gates Brown,L,316,height,71.0
Ken Landreaux,L,316,height,70.0
Ray Webster,L,316,height,72.0
Bobby Mitchell,L,316,height,70.0
Bruce Bochte,L,316,height,75.0
Bernie Carbo,L,316,height,71.0
Vic Davalillo,L,316,height,67.0
John Lowenstein,L,316,height,72.0
Joe Hague,L,316,height,72.0
Bake McBride,L,316,height,74.0
Ed Herrmann,L,316,height,73.0
Mike Rochford,L,316,height,76.0
Bob Molinaro,L,316,height,72.0
Mike Hegan,L,316,height,73.0
Angel Moreno,L,316,height,69.0
Rob Wilfong,L,316,height,73.0
Randy Wiles,L,316,height,73.0
John Milner,L,316,height,72.0
Rich Reese,L,316,height,75.0
Bill Buckner,L,316,height,72.0
Jeff Schattinger,L,316,height,77.0
Darrell Porter,L,316,height,72.0
Tim Johnson,L,316,height,73.0
Tim Corcoran,L,316,height,71.0
Jim Spencer,L,316,height,74.0
Pete LaCock,L,316,height,74.0
Matty Alou,L,316,height,69.0
Jim Dwyer,L,316,height,70.0
Dalton Jones,L,316,height,73.0
Clint Hurdle,L,316,height,75.0
Jeff Twitty,L,316,height,74.0
Boots Day,L,316,height,69.0
Don Mincher,L,316,height,75.0
Jim Gosger,L,316,height,71.0
Marvell Wynne,L,316,height,71.0
Dave Marshall,L,316,height,73.0
Roger Repoz,L,316,height,75.0
Johnny Briggs,L,316,height,73.0
Bob Jones,L,316,height,74.0
Keith Hernandez,L,316,height,72.0
Willie Upshaw,L,316,height,72.0
Dane Iorg,L,316,height,72.0
Richie Hebner,L,316,height,73.0
Gene Richards,L,316,height,72.0
Al Woods,L,316,height,75.0
Rudy Law,L,316,height,73.0
Joel Davis,L,316,height,77.0
Mike Fiore,L,316,height,72.0
Bobby Tolan,L,316,height,71.0
Steve Barr,L,316,height,76.0
Jose Tartabull,L,316,height,71.0
Ben Oglivie,L,316,height,74.0
Duane Kuiper,L,316,height,72.0
Jerry Narron,L,316,height,75.0
Ken Retzer,L,316,height,72.0
Greg Walker,L,316,height,75.0
Steve Davis,L,316,height,73.0
Jeff Rineer,L,316,height,76.0
Reggie Jackson,L,316,height,72.0
Sonny Jackson,L,316,height,69.0
Mark Mercer,L,316,height,77.0
Rich Coggins,L,316,height,68.0
Mitchell Page,L,316,height,74.0
Glenn Adams,L,316,height,73.0
Joe Morgan,L,316,height,67.0
Lee Thomas,L,316,height,74.0
John Stephenson,L,316,height,71.0
Doug Clemens,L,316,height,72.0
Steve Braun,L,316,height,70.0
Ty Cline,L,316,height,72.0
Thad Bosley,L,316,height,75.0
Jimmie Hall,L,316,height,72.0
Brock Davis,L,316,height,70.0
Curt Blefary,L,316,height,74.0
Mack Jones,L,316,height,73.0
Hosken Powell,L,316,height,73.0
Dave Stapleton,L,316,height,73.0
Dan Meyer,L,316,height,71.0
Jim Holt,L,316,height,72.0
Gary Christenson,L,316,height,77.0
Mike Kinnunen,L,316,height,73.0
Dave Rajsich,L,316,height,77.0
Bill Voss,L,316,height,74.0
Wayne Krenchicki,L,316,height,73.0
Ray Sadecki,L,316,height,71.0
Len Matuszek,L,316,height,74.0
Joe Lefebvre,L,316,height,70.0
Jim Maloney,L,316,height,74.0
Phil Mankowski,L,316,height,72.0
Mike Lum,L,316,height,72.0
Johnny Grubb,L,316,height,75.0
Mike Pazik,L,316,height,74.0
Jim Traber,L,316,height,72.0
Ron Stone,L,316,height,74.0
Ted Uhlaender,L,316,height,74.0
Bobby Murcer,L,316,height,71.0
Mark Souza,L,316,height,72.0
Rick Jones,L,316,height,77.0
Steve Kemp,L,316,height,72.0
Mike Hargrove,L,316,height,72.0
Steve Hovley,L,316,height,70.0
Luis Quintana,L,316,height,74.0
Sam McDowell,L,316,height,77.0
Pat Kelly,L,316,height,73.0
Jerry Turner,L,316,height,69.0
Sandy Valdespino,L,316,height,68.0
Ken Phelps,L,316,height,73.0
Brian Snyder,L,316,height,75.0
Rick Sofield,L,316,height,73.0
Dave May,L,316,height,70.0
Willie Aikens,L,316,height,75.0
Mike Cubbage,L,316,height,72.0
Merritt Ranew,L,316,height,71.0
Lyman Bostock,L,316,height,73.0
Roy Howell,L,316,height,73.0
Boog Powell,L,316,height,76.0
Dennis DeBarr,L,316,height,74.0
Dan Driessen,L,316,height,71.0
Hal King,L,316,height,73.0
Ed Ott,L,316,height,70.0
Ed Hodge,L,316,height,74.0
Jim Campbell,L,316,height,71.0
Joe Pepitone,L,316,height,74.0
Steve Barber,L,316,height,72.0
Norm Miller,L,316,height,70.0
Bob Galasso,L,316,height,73.0
Bob Chance,L,316,height,74.0
Juan Nieves,L,316,height,75.0
Rudy Meoli,L,316,height,69.0
Ruppert Jones,L,316,height,70.0
Terry Francona,L,316,height,73.0
Ralph Garr,L,316,height,71.0
Broderick Perkins,L,316,height,70.0
Len Gabrielson,L,316,height,76.0
Johnny Edwards,L,316,height,76.0
Bruce Ellingsen,L,316,height,72.0
Gorman Heimueller,L,316,height,76.0
Clay Dalrymple,L,316,height,72.0
Carlos May,L,316,height,71.0
Mike Brumley,L,316,height,70.0
Al Luplow,L,316,height,70.0
Willie Stargell,L,316,height,74.0
Steve Carlton,L,316,height,76.0
Del Unser,L,316,height,73.0
Ron Blomberg,L,316,height,73.0
Willie Montanez,L,316,height,72.0
Mike Squires,L,316,height,71.0
Champ Summers,L,316,height,74.0
Tom Haller,L,316,height,76.0
Ed Stroud,L,316,height,71.0
Harry Spilman,L,316,height,73.0
Daryl Sconiers,L,316,height,74.0
Leron Lee,L,316,height,72.0
Willie Davis,L,316,height,74.0
Jerry Kenney,L,316,height,73.0
Dan Morogiello,L,316,height,73.0
Tom Matchick,L,316,height,73.0
Jack Perconte,L,316,height,70.0
Ed Kirkpatrick,L,316,height,71.0
Ellie Hendricks,L,316,height,73.0
Art Shamsky,L,316,height,73.0
Dick Nen,L,316,height,74.0
Rowland Office,L,316,height,72.0
Rick Leach,L,316,height,73.0
Dwayne Murphy,L,316,height,73.0
Larry Harlow,L,316,height,74.0
Mike Epstein,L,316,height,75.0
Jason Thompson,L,316,height,76.0
Mike Jorgensen,L,316,height,72.0
Cecil Cooper,L,316,height,74.0
John Poloni,L,316,height,77.0
Dave Revering,L,316,height,76.0
Curt Ford,L,316,height,70.0
Mike Willis,L,316,height,74.0
Bob Burda,L,316,height,71.0
Jesse Gonder,L,316,height,70.0
Dave Rader,L,316,height,71.0
Bill Sharp,L,316,height,70.0
Gail Hopkins,L,316,height,70.0
Doug Frobel,L,316,height,76.0
Jerry Augustine,L,316,height,72.0
Jeff Holly,L,316,height,77.0
Tom Poquette,L,316,height,70.0
Brian Asselstine,L,316,height,73.0
Rick Miller,L,316,height,72.0
Jerry Remy,L,316,height,69.0
Larry Rothschild,L,316,height,74.0
Tom O'Malley,L,316,height,72.0
Fritz Peterson,Both,104,height,72.0
Jeff Barkley,Both,104,height,75.0
Pete Rose,Both,104,height,71.0
Nardi Contreras,Both,104,height,74.0
Bump Wills,Both,104,height,69.0
Mickey Lolich,Both,104,height,73.0
Ray Chadwick,Both,104,height,74.0
Rusty Torres,Both,104,height,70.0
Marty Martinez,Both,104,height,72.0
Ken Singleton,Both,104,height,76.0
Tony Scott,Both,104,height,72.0
Steve Jeltz,Both,104,height,71.0
Joe Lovitto,Both,104,height,72.0
Dave Collins,Both,104,height,71.0
Randy Scarbery,Both,104,height,73.0
Manny Castillo,Both,104,height,69.0
Mike Ramsey,Both,104,height,73.0
Dave McKay,Both,104,height,73.0
Barry Raziano,Both,104,height,70.0
Bob Didier,Both,104,height,72.0
Billy Smith,Both,104,height,74.0
Jim Lefebvre,Both,104,height,72.0
Ken Henderson,Both,104,height,74.0
Horace Clarke,Both,104,height,69.0
Jerry White,Both,104,height,70.0
Paul Householder,Both,104,height,72.0
Jimmy Stewart,Both,104,height,72.0
Rafael Landestoy,Both,104,height,70.0
Steve Burke,Both,104,height,74.0
Rick Sweet,Both,104,height,73.0
U L Washington,Both,104,height,71.0
Mark Brown,Both,104,height,74.0
Ted Kubiak,Both,104,height,72.0
Bobby Brown,Both,104,height,74.0
Lafayette Currence,Both,104,height,71.0
Roy Smalley,Both,104,height,73.0
Bert Bradley,Both,104,height,73.0
Bud Harrelson,Both,104,height,71.0
Derrel Thomas,Both,104,height,72.0
Johnny Ray,Both,104,height,71.0
Billy North,Both,104,height,71.0
Roger Metzger,Both,104,height,72.0
Fred Norman,Both,104,height,68.0
Chuck Hockenbery,Both,104,height,73.0
Steve Huntz,Both,104,height,73.0
Don Kessinger,Both,104,height,73.0
Richie Scheinblum,Both,104,height,73.0
Jeff Schneider,Both,104,height,75.0
Vida Blue,Both,104,height,72.0
Albert Hall,Both,104,height,71.0
Chris Bando,Both,104,height,72.0
Larry Lintz,Both,104,height,69.0
Jerry Hairston,Both,104,height,70.0
Larry Bowa,Both,104,height,70.0
Pete Filson,Both,104,height,74.0
Steve Cummings,Both,104,height,74.0
Bob Veale,Both,104,height,78.0
Bob Stinson,Both,104,height,71.0
Sandy Alomar,Both,104,height,69.0
Miguel Dilone,Both,104,height,72.0
Don Buford,Both,104,height,67.0
Rodney Scott,Both,104,height,72.0
Larry Milbourne,Both,104,height,72.0
Bill Sudakis,Both,104,height,73.0
Ron Oester,Both,104,height,74.0
R.J. Reynolds,Both,104,height,72.0
Paul Popovich,Both,104,height,72.0
Buddy Biancalana,Both,104,height,71.0
Wallace Johnson,Both,104,height,72.0
Tom Tresh,Both,104,height,73.0
Ron Roenicke,Both,104,height,72.0
Biff Pocoroba,Both,104,height,70.0
Joaquin Andujar,Both,104,height,72.0
Bob Meacham,Both,104,height,73.0
George Wright,Both,104,height,71.0
Len Randle,Both,104,height,70.0
Bryan Little,Both,104,height,70.0
Rick Peters,Both,104,height,69.0
Ted Simmons,Both,104,height,71.0
John Bohnet,Both,104,height,72.0
Al Weis,Both,104,height,72.0
Joe Wallis,Both,104,height,71.0
Alan Wiggins,Both,104,height,74.0
Julio Cruz,Both,104,height,69.0
Wes Parker,Both,104,height,73.0
Reggie Smith,Both,104,height,72.0
Roy White,Both,104,height,70.0
Lee Mazzilli,Both,104,height,73.0
Alan Ashby,Both,104,height,74.0
Tim Blackwell,Both,104,height,71.0
Steve Ontiveros,Both,104,height,72.0
Darrell Brown,Both,104,height,72.0
Wilbur Howard,Both,104,height,74.0
Mike Young,Both,104,height,74.0
Gene Michael,Both,104,height,74.0
Vic Harris,Both,104,height,71.0
Tito Fuentes,Both,104,height,71.0
Butch Wynegar,Both,104,height,73.0
Darrel Chaney,Both,104,height,74.0
Jerry Mumphrey,Both,104,height,74.0
Wayne Tolleson,Both,104,height,69.0
Chico Ruiz,Both,104,height,72.0
Buck Rodgers,Both,104,height,74.0
Gary Lance,Both,104,height,75.0
Tom Brown,R,737,weight,170.0
Denny Lemaster,R,737,weight,182.0
Jose Cardenal,R,737,weight,150.0
Mike Ryan,R,737,weight,205.0
Dick Bertell,R,737,weight,200.0
Rod Kanehl,R,737,weight,180.0
Ozzie Osborn,R,737,weight,195.0
Jeff Byrd,R,737,weight,195.0
Juan Bonilla,R,737,weight,170.0
Rick Wise,R,737,weight,180.0
Buck Martinez,R,737,weight,190.0
John Wockenfuss,R,737,weight,190.0
Eric Wilkins,R,737,weight,190.0
Lee Lacy,R,737,weight,175.0
Danny Walton,R,737,weight,195.0
Bobby Cox,R,737,weight,180.0
Brad Wellman,R,737,weight,170.0
Jeff Newman,R,737,weight,215.0
Pedro Gonzalez,R,737,weight,176.0
Tommie Reynolds,R,737,weight,190.0
Gene Clines,R,737,weight,170.0
Jim Hickman,R,737,weight,192.0
Jack Billingham,R,737,weight,195.0
Jerry Buchek,R,737,weight,185.0
Ivan DeJesus,R,737,weight,175.0
Gary Nolan,R,737,weight,197.0
Gil Patterson,R,737,weight,185.0
Larry Dierker,R,737,weight,215.0
Dave Skaggs,R,737,weight,200.0
Dick Ruthven,R,737,weight,190.0
Steve Eddy,R,737,weight,185.0
Dave Kingman,R,737,weight,210.0
Eric Soderholm,R,737,weight,187.0
Ed Brinkman,R,737,weight,170.0
Jim Siwy,R,737,weight,200.0
Bud Anderson,R,737,weight,210.0
Ted Ford,R,737,weight,180.0
John Butcher,R,737,weight,185.0
Jerry Ujdur,R,737,weight,195.0
Bo Diaz,R,737,weight,185.0
Brian Denman,R,737,weight,205.0
Kurt Bevacqua,R,737,weight,180.0
Syd O'Brien,R,737,weight,185.0
Jeffrey Leonard,R,737,weight,200.0
Dal Maxvill,R,737,weight,157.0
Steve Curry,R,737,weight,217.0
Cesar Tovar,R,737,weight,155.0
Jack Heidemann,R,737,weight,175.0
Rich Rollins,R,737,weight,185.0
Merv Rettenmund,R,737,weight,190.0
Bryan Clutterbuck,R,737,weight,223.0
Byron Browne,R,737,weight,190.0
Hector Torres,R,737,weight,175.0
Walt Williams,R,737,weight,165.0
Jerry Koosman,R,737,weight,205.0
Steve Lombardozzi,R,737,weight,175.0
Joe Azcue,R,737,weight,190.0
Elliott Maddox,R,737,weight,180.0
Julian Javier,R,737,weight,175.0
Elio Chacon,R,737,weight,160.0
John Stearns,R,737,weight,185.0
Larry Brown,R,737,weight,160.0
Tommy Dean,R,737,weight,165.0
Frank White,R,737,weight,165.0
Jose Roman,R,737,weight,175.0
Tom Brookens,R,737,weight,165.0
Mike Trujillo,R,737,weight,180.0
Albert Williams,R,737,weight,190.0
Oswaldo Peraza,R,737,weight,172.0
Otto Velez,R,737,weight,170.0
Ray Oyler,R,737,weight,165.0
Barry Cort,R,737,weight,210.0
Bill Wilkinson,R,737,weight,160.0
Mike Loynd,R,737,weight,210.0
Wayne Comer,R,737,weight,175.0
Ed Spiezio,R,737,weight,180.0
Rico Petrocelli,R,737,weight,175.0
Dick Simpson,R,737,weight,176.0
Ken McMullen,R,737,weight,190.0
Steve Swisher,R,737,weight,205.0
Ben Callahan,R,737,weight,230.0
Dick Howser,R,737,weight,155.0
Bobby Cuellar,R,737,weight,188.0
Willie Norwood,R,737,weight,185.0
Ramon Manon,R,737,weight,150.0
John Trautwein,R,737,weight,205.0
Andy Replogle,R,737,weight,205.0
Benny Ayala,R,737,weight,185.0
Ron Romanick,R,737,weight,195.0
Sal Butera,R,737,weight,190.0
Johnny Jeter,R,737,weight,180.0
Angel Salazar,R,737,weight,180.0
Cito Gaston,R,737,weight,190.0
Cookie Rojas,R,737,weight,160.0
Rich Morales,R,737,weight,170.0
Dave Ford,R,737,weight,190.0
Dan Ford,R,737,weight,185.0
Darryl Motley,R,737,weight,196.0
Ozzie Virgil,R,737,weight,180.0
Ron Santo,R,737,weight,190.0
Jim Ray Hart,R,737,weight,185.0
Marc Hill,R,737,weight,205.0
Danny Fife,R,737,weight,175.0
Chico Salmon,R,737,weight,160.0
Joe Niekro,R,737,weight,185.0
Andy Etchebarren,R,737,weight,190.0
Ken Berry,R,737,weight,175.0
Dave Concepcion,R,737,weight,155.0
Junior Moore,R,737,weight,185.0
Mike Richardt,R,737,weight,170.0
Chris Brown,R,737,weight,185.0
Al Downing,R,737,weight,175.0
Rick Rhoden,R,737,weight,195.0
Denny McLain,R,737,weight,185.0
Dave Cash,R,737,weight,170.0
Bucky Dent,R,737,weight,170.0
Andy Beene,R,737,weight,205.0
Leon Hooten,R,737,weight,180.0
Larry Haney,R,737,weight,195.0
Billy Conigliaro,R,737,weight,180.0
Gary Roenicke,R,737,weight,205.0
Don Lock,R,737,weight,195.0
Billy Cowan,R,737,weight,170.0
Allan Ramirez,R,737,weight,180.0
Tony Perez,R,737,weight,175.0
Chuck Schilling,R,737,weight,160.0
Hal McRae,R,737,weight,180.0
Dave Roberts,R,737,weight,215.0
Brian Allard,R,737,weight,175.0
Fernando Arroyo,R,737,weight,180.0
Gary Beare,R,737,weight,205.0
Charlie Spikes,R,737,weight,215.0
Chris Batton,R,737,weight,195.0
Duffy Dyer,R,737,weight,187.0
Greg Thayer,R,737,weight,182.0
Vern Fuller,R,737,weight,170.0
Paul Hartzell,R,737,weight,200.0
Mike Champion,R,737,weight,185.0
Paul Casanova,R,737,weight,180.0
Steve Rogers,R,737,weight,175.0
Keith Creel,R,737,weight,180.0
Lou Clinton,R,737,weight,185.0
Larry Cox,R,737,weight,178.0
Nate Colbert,R,737,weight,190.0
Phil Roof,R,737,weight,190.0
Chuck Hinton,R,737,weight,180.0
Tim Cullen,R,737,weight,185.0
Rick Bosetti,R,737,weight,185.0
Ron Pruitt,R,737,weight,185.0
George Foster,R,737,weight,180.0
Angel Mangual,R,737,weight,178.0
Ken Gerhart,R,737,weight,190.0
Mike Hershberger,R,737,weight,175.0
Mike Smith,R,737,weight,180.0
T.R. Bryden,R,737,weight,190.0
Jose Arcia,R,737,weight,170.0
Tom Makowski,R,737,weight,185.0
Aurelio Rodriguez,R,737,weight,180.0
Andres Thomas,R,737,weight,170.0
Mike de la Hoz,R,737,weight,175.0
Frank Taveras,R,737,weight,155.0
Joe Nossek,R,737,weight,178.0
Bill Robinson,R,737,weight,189.0
Sal Bando,R,737,weight,195.0
George Mitterwald,R,737,weight,195.0
Mike Darr,R,737,weight,190.0
Craig Robinson,R,737,weight,165.0
Bob Tillman,R,737,weight,205.0
Pat Corrales,R,737,weight,180.0
Mike Tyson,R,737,weight,170.0
Duane Josephson,R,737,weight,190.0
Glenn Hubbard,R,737,weight,150.0
Roger Freed,R,737,weight,190.0
George Hendrick,R,737,weight,195.0
Bob Davis,R,737,weight,180.0
Toby Harrah,R,737,weight,175.0
Gary Matthews,R,737,weight,185.0
Terry Taylor,R,737,weight,180.0
Mario Mendoza,R,737,weight,170.0
Larry Hisle,R,737,weight,193.0
Randy Nosek,R,737,weight,215.0
Dave Engle,R,737,weight,210.0
Mark Smith,R,737,weight,215.0
Paul Mitchell,R,737,weight,195.0
Thurman Munson,R,737,weight,190.0
Mike Sadek,R,737,weight,165.0
Mark Belanger,R,737,weight,170.0
Ron Hunt,R,737,weight,186.0
Butch Edge,R,737,weight,203.0
Vic Correll,R,737,weight,185.0
Jackie Hernandez,R,737,weight,165.0
Gary Mielke,R,737,weight,185.0
Rick Henninger,R,737,weight,225.0
Joe Foy,R,737,weight,215.0
Mickey Klutts,R,737,weight,170.0
Leroy Stanton,R,737,weight,195.0
Rafael Vasquez,R,737,weight,160.0
Danny Ainge,R,737,weight,175.0
Adolfo Phillips,R,737,weight,175.0
Marv Breeding,R,737,weight,175.0
Steve Adkins,R,737,weight,210.0
Joe Horlen,R,737,weight,170.0
Glenn Burke,R,737,weight,195.0
Tony Mack,R,737,weight,177.0
Terry Humphrey,R,737,weight,185.0
Bill Moran,R,737,weight,210.0
Enzo Hernandez,R,737,weight,155.0
Cesar Gutierrez,R,737,weight,155.0
Coco Laboy,R,737,weight,165.0
Jim Morrison,R,737,weight,175.0
Tom Gilles,R,737,weight,185.0
Bobby Knoop,R,737,weight,170.0
Tom Paciorek,R,737,weight,215.0
Gary Woods,R,737,weight,185.0
Bob Montgomery,R,737,weight,195.0
Jeff Burroughs,R,737,weight,200.0
Bob Kammeyer,R,737,weight,210.0
Paul Blair,R,737,weight,168.0
Al Cowens,R,737,weight,197.0
Dave Hilton,R,737,weight,191.0
Luis Alvarado,R,737,weight,162.0
Larry Parrish,R,737,weight,190.0
Woodie Fryman,R,737,weight,197.0
Bob Randall,R,737,weight,175.0
Jim Pankovits,R,737,weight,170.0
Carmen Fanzone,R,737,weight,200.0
Gary Allenson,R,737,weight,185.0
Mike Vail,R,737,weight,180.0
Nick Esasky,R,737,weight,200.0
Chris Cannizzaro,R,737,weight,190.0
John Pawlowski,R,737,weight,175.0
Mel Stottlemyre,R,737,weight,178.0
Jack Hardy,R,737,weight,175.0
Ron Musselman,R,737,weight,185.0
Tony Chevez,R,737,weight,177.0
Andy Messersmith,R,737,weight,200.0
Richie Zisk,R,737,weight,200.0
Dave Chalk,R,737,weight,175.0
Don Baylor,R,737,weight,190.0
John Vukovich,R,737,weight,187.0
Danny Thompson,R,737,weight,183.0
Doug Camilli,R,737,weight,195.0
Bruce Bochy,R,737,weight,205.0
Gary Ignasiak,R,737,weight,185.0
Ken Reitz,R,737,weight,180.0
Amos Otis,R,737,weight,165.0
Gene Alley,R,737,weight,160.0
Ted Sizemore,R,737,weight,165.0
Joe Skalski,R,737,weight,190.0
Doug Flynn,R,737,weight,165.0
Ken Holtzman,R,737,weight,175.0
Kevin Bell,R,737,weight,195.0
Tom Nieto,R,737,weight,193.0
Larvell Blanks,R,737,weight,167.0
Francisco Barrios,R,737,weight,155.0
Steve Yeager,R,737,weight,190.0
Pedro Garcia,R,737,weight,175.0
Bob Babcock,R,737,weight,210.0
Craig Eaton,R,737,weight,175.0
Art Howe,R,737,weight,190.0
Ike Brown,R,737,weight,190.0
Howie Goss,R,737,weight,204.0
Glenn Borgmann,R,737,weight,210.0
Lamar Johnson,R,737,weight,215.0
Julio Gonzalez,R,737,weight,162.0
Bobby Klaus,R,737,weight,170.0
Manny Sanguillen,R,737,weight,193.0
Jesus Alou,R,737,weight,190.0
Enos Cabell,R,737,weight,170.0
Roy Branch,R,737,weight,175.0
Juan Beniquez,R,737,weight,150.0
Frank Fernandez,R,737,weight,185.0
Bombo Rivera,R,737,weight,187.0
Steve Brye,R,737,weight,190.0
Ron Jackson,R,737,weight,200.0
Rufino Linares,R,737,weight,170.0
Bob Kearney,R,737,weight,190.0
Fergie Jenkins,R,737,weight,205.0
Dick Dietz,R,737,weight,195.0
Ted Cox,R,737,weight,195.0
Bobby Mitchell,R,737,weight,185.0
Barry Evans,R,737,weight,180.0
Mickey Brantley,R,737,weight,180.0
Al Gallagher,R,737,weight,180.0
Rob Woodward,R,737,weight,185.0
Hector Cruz,R,737,weight,170.0
Woody Woodward,R,737,weight,180.0
Ted Martinez,R,737,weight,165.0
Jim Anderson,R,737,weight,170.0
Lenn Sakata,R,737,weight,160.0
Dave Duncan,R,737,weight,190.0
Randy Jones,R,737,weight,178.0
Dick Billings,R,737,weight,195.0
Bob Veselic,R,737,weight,175.0
Burt Hooton,R,737,weight,210.0
Bob Ferris,R,737,weight,225.0
Fernando Gonzalez,R,737,weight,165.0
Jim Sundberg,R,737,weight,190.0
Andy Kosco,R,737,weight,205.0
Gary Wheelock,R,737,weight,205.0
Lenny Faedo,R,737,weight,170.0
Dick Davis,R,737,weight,190.0
Mike Diaz,R,737,weight,195.0
Tim Foli,R,737,weight,179.0
Alan Knicely,R,737,weight,190.0
Tim Laudner,R,737,weight,212.0
Jose Morales,R,737,weight,187.0
Luis Encarnacion,R,737,weight,178.0
Rick Kreuger,R,737,weight,185.0
Juan Marichal,R,737,weight,185.0
Roger Weaver,R,737,weight,190.0
Stan Papi,R,737,weight,170.0
Chris Knapp,R,737,weight,195.0
Steve Henderson,R,737,weight,190.0
Rob Picciolo,R,737,weight,185.0
Don Welchel,R,737,weight,205.0
Roberto Pena,R,737,weight,170.0
Bob Dernier,R,737,weight,160.0
Bill Melton,R,737,weight,200.0
Barbaro Garbey,R,737,weight,170.0
Jack Hiatt,R,737,weight,190.0
Nelson Mathews,R,737,weight,195.0
Ron Theobald,R,737,weight,165.0
Dewey Robinson,R,737,weight,180.0
Rafael Santana,R,737,weight,165.0
Tony Arnold,R,737,weight,170.0
Ike Brookens,R,737,weight,170.0
Tommie Aaron,R,737,weight,190.0
Steve Dillard,R,737,weight,180.0
Win Remmerswaal,R,737,weight,160.0
Jeff Peterek,R,737,weight,195.0
George Scott,R,737,weight,200.0
Jeff Shaver,R,737,weight,195.0
Ken Walters,R,737,weight,180.0
Gorman Thomas,R,737,weight,210.0
Paul Dade,R,737,weight,185.0
Fred Stanley,R,737,weight,165.0
Carl Morton,R,737,weight,200.0
Gary Gray,R,737,weight,187.0
Rennie Stennett,R,737,weight,160.0
Jim Gideon,R,737,weight,190.0
Jerry May,R,737,weight,190.0
Rich McKinney,R,737,weight,185.0
Mike Andrews,R,737,weight,195.0
Bobby Clark,R,737,weight,190.0
Cliff Johnson,R,737,weight,215.0
Donn Clendenon,R,737,weight,209.0
Charlie James,R,737,weight,195.0
Bob Horner,R,737,weight,195.0
Tom Veryzer,R,737,weight,175.0
Jose Cecena,R,737,weight,180.0
George Smith,R,737,weight,170.0
Jim Essian,R,737,weight,195.0
Onix Concepcion,R,737,weight,160.0
Brian Giles,R,737,weight,165.0
